order_id,order_date,customer_id,customer_name,region,city,customer_segment,product_id,product_name,category,quantity,unit_price,discount_pct,net_value,currency,status,sales_rep
SO1457,2024-03-08,C0012,Byju's Learning,North,Bengaluru,EdTech,P008,LED Monitor 27inch,Electronics,20,22400.0,20,448000.0,INR,Delivered,SR02
SO1458,2024-03-08,C0003,Wipro Solutions,East,Pune,Enterprise,P005,Smartphone X12,Electronics,1,55250.0,15,55250.0,INR,Delivered,SR10
SO1459,2024-03-08,C0007,Mahindra Group,North,Mumbai,Manufacturing,P006,Tablet Air,Electronics,15,40500.0,10,607500.0,INR,Delivered,SR10
SO1460,2024-03-08,C0003,Wipro Solutions,East,Pune,Enterprise,P005,Smartphone X12,Electronics,11,52000.0,20,572000.0,INR,Processing,SR04
SO1461,2024-03-08,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P006,Tablet Air,Electronics,6,38250.0,15,229500.0,INR,Cancelled,SR05
SO1462,2024-03-08,C0012,Byju's Learning,North,Bengaluru,EdTech,P008,LED Monitor 27inch,Electronics,19,26600.0,5,505400.0,INR,Delivered,SR05
SO1463,2024-03-09,C0006,Tata Motors,South,Pune,Manufacturing,P002,Wireless Headphones,Electronics,19,8075.0,5,153425.0,INR,Delivered,SR09
SO1464,2024-03-09,C0003,Wipro Solutions,East,Pune,Enterprise,P009,Filing Cabinet,Furniture,1,10200.0,15,10200.0,INR,Processing,SR04
SO1465,2024-03-09,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P005,Smartphone X12,Electronics,3,55250.0,15,165750.0,INR,In Transit,SR03
SO1466,2024-03-09,C0011,Ola Cabs,West,Bengaluru,Transport,P005,Smartphone X12,Electronics,8,58500.0,10,468000.0,INR,In Transit,SR07
SO1467,2024-03-10,C0002,TCS Technologies,North,Mumbai,Enterprise,P008,LED Monitor 27inch,Electronics,20,23800.0,15,476000.0,INR,Delivered,SR09
SO1468,2024-03-10,C0009,Amazon India,North,Hyderabad,E-Commerce,P007,Mechanical Keyboard,Electronics,18,7500.0,0,135000.0,INR,In Transit,SR06
SO1469,2024-03-10,C0012,Byju's Learning,North,Bengaluru,EdTech,P009,Filing Cabinet,Furniture,20,12000.0,0,240000.0,INR,Delivered,SR04
SO1470,2024-03-10,C0011,Ola Cabs,West,Bengaluru,Transport,P006,Tablet Air,Electronics,6,36000.0,20,216000.0,INR,Delivered,SR07
SO1471,2024-03-11,C0013,Nykaa Fashion,North,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,4,7500.0,0,30000.0,INR,Delivered,SR04
SO1472,2024-03-11,C0009,Amazon India,North,Hyderabad,E-Commerce,P009,Filing Cabinet,Furniture,18,9600.0,20,172800.0,INR,In Transit,SR04
SO1473,2024-03-11,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P006,Tablet Air,Electronics,13,38250.0,15,497250.0,INR,In Transit,SR10
SO1474,2024-03-11,C0012,Byju's Learning,North,Bengaluru,EdTech,P009,Filing Cabinet,Furniture,5,10800.0,10,54000.0,INR,Cancelled,SR08
SO1475,2024-03-11,C0002,TCS Technologies,North,Mumbai,Enterprise,P005,Smartphone X12,Electronics,14,65000.0,0,910000.0,INR,Delivered,SR03
SO1476,2024-03-11,C0006,Tata Motors,South,Pune,Manufacturing,P005,Smartphone X12,Electronics,11,55250.0,15,607750.0,INR,In Transit,SR09
SO1477,2024-03-11,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P006,Tablet Air,Electronics,16,45000.0,0,720000.0,INR,Delivered,SR08
SO1478,2024-03-11,C0006,Tata Motors,South,Pune,Manufacturing,P002,Wireless Headphones,Electronics,10,8500.0,0,85000.0,INR,Processing,SR02
SO1479,2024-03-11,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P006,Tablet Air,Electronics,4,42750.0,5,171000.0,INR,Processing,SR04
SO1480,2024-03-12,C0003,Wipro Solutions,East,Pune,Enterprise,P009,Filing Cabinet,Furniture,6,10800.0,10,64800.0,INR,Delivered,SR08
SO1481,2024-03-12,C0004,Reliance Retail,South,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,6,7125.0,5,42750.0,INR,Delivered,SR07
SO1482,2024-03-12,C0007,Mahindra Group,North,Mumbai,Manufacturing,P001,Laptop Pro 15,Electronics,20,80750.0,5,1615000.0,INR,Delivered,SR07
SO1483,2024-03-12,C0007,Mahindra Group,North,Mumbai,Manufacturing,P001,Laptop Pro 15,Electronics,7,80750.0,5,565250.0,INR,Delivered,SR02
SO1484,2024-03-12,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P002,Wireless Headphones,Electronics,18,8075.0,5,145350.0,INR,Delivered,SR04
SO1485,2024-03-12,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P002,Wireless Headphones,Electronics,9,7225.0,15,65025.0,INR,Delivered,SR06
SO1486,2024-03-12,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P007,Mechanical Keyboard,Electronics,20,6375.0,15,127500.0,INR,Delivered,SR06
SO1487,2024-03-12,C0006,Tata Motors,South,Pune,Manufacturing,P008,LED Monitor 27inch,Electronics,20,26600.0,5,532000.0,INR,Processing,SR05
SO1488,2024-03-12,C0015,Paytm Services,South,Noida,FinTech,P010,Conference Table,Furniture,19,55000.0,0,1045000.0,INR,In Transit,SR06
SO1489,2024-03-12,C0002,TCS Technologies,North,Mumbai,Enterprise,P004,Standing Desk,Furniture,10,35000.0,0,350000.0,INR,Delivered,SR03
SO1490,2024-03-12,C0009,Amazon India,North,Hyderabad,E-Commerce,P007,Mechanical Keyboard,Electronics,14,6000.0,20,84000.0,INR,Delivered,SR07
SO1491,2024-03-12,C0007,Mahindra Group,North,Mumbai,Manufacturing,P003,Office Chair Ergonomic,Furniture,16,17600.0,20,281600.0,INR,In Transit,SR03
SO1492,2024-03-13,C0003,Wipro Solutions,East,Pune,Enterprise,P008,LED Monitor 27inch,Electronics,10,26600.0,5,266000.0,INR,Delivered,SR08
SO1493,2024-03-13,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P001,Laptop Pro 15,Electronics,12,85000.0,0,1020000.0,INR,Delivered,SR04
SO1494,2024-03-13,C0014,Swiggy India,North,Bengaluru,Food-Tech,P007,Mechanical Keyboard,Electronics,18,6000.0,20,108000.0,INR,In Transit,SR07
SO1495,2024-03-13,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,14,23800.0,15,333200.0,INR,Delivered,SR02
SO1496,2024-03-13,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P001,Laptop Pro 15,Electronics,8,76500.0,10,612000.0,INR,Delivered,SR04
SO1497,2024-03-13,C0009,Amazon India,North,Hyderabad,E-Commerce,P005,Smartphone X12,Electronics,6,55250.0,15,331500.0,INR,Delivered,SR08
SO1498,2024-03-13,C0009,Amazon India,North,Hyderabad,E-Commerce,P009,Filing Cabinet,Furniture,4,9600.0,20,38400.0,INR,Delivered,SR09
SO1499,2024-03-13,C0014,Swiggy India,North,Bengaluru,Food-Tech,P006,Tablet Air,Electronics,18,45000.0,0,810000.0,INR,In Transit,SR08
SO1500,2024-03-13,C0009,Amazon India,North,Hyderabad,E-Commerce,P004,Standing Desk,Furniture,14,35000.0,0,490000.0,INR,In Transit,SR04
SO1501,2024-03-13,C0005,HDFC Bank,South,Mumbai,BFSI,P001,Laptop Pro 15,Electronics,15,76500.0,10,1147500.0,INR,Delivered,SR02
SO1502,2024-03-13,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P002,Wireless Headphones,Electronics,8,8075.0,5,64600.0,INR,Processing,SR10
SO1503,2024-03-13,C0012,Byju's Learning,North,Bengaluru,EdTech,P006,Tablet Air,Electronics,20,38250.0,15,765000.0,INR,Delivered,SR03
SO1504,2024-03-14,C0014,Swiggy India,North,Bengaluru,Food-Tech,P004,Standing Desk,Furniture,2,28000.0,20,56000.0,INR,Delivered,SR05
SO1505,2024-03-14,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,6,10800.0,10,64800.0,INR,Cancelled,SR05
SO1506,2024-03-14,C0005,HDFC Bank,South,Mumbai,BFSI,P010,Conference Table,Furniture,9,44000.0,20,396000.0,INR,Cancelled,SR02
SO1507,2024-03-14,C0003,Wipro Solutions,East,Pune,Enterprise,P007,Mechanical Keyboard,Electronics,2,6750.0,10,13500.0,INR,Processing,SR03
SO1508,2024-03-14,C0012,Byju's Learning,North,Bengaluru,EdTech,P003,Office Chair Ergonomic,Furniture,8,20900.0,5,167200.0,INR,In Transit,SR04
SO1509,2024-03-14,C0013,Nykaa Fashion,North,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,16,7125.0,5,114000.0,INR,Delivered,SR05
SO1510,2024-03-14,C0011,Ola Cabs,West,Bengaluru,Transport,P007,Mechanical Keyboard,Electronics,13,6375.0,15,82875.0,INR,Delivered,SR02
SO1511,2024-03-15,C0009,Amazon India,North,Hyderabad,E-Commerce,P005,Smartphone X12,Electronics,12,55250.0,15,663000.0,INR,Cancelled,SR06
SO1512,2024-03-15,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P001,Laptop Pro 15,Electronics,3,72250.0,15,216750.0,INR,Delivered,SR06
SO1513,2024-03-15,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,18,7225.0,15,130050.0,INR,Delivered,SR07
SO1514,2024-03-15,C0014,Swiggy India,North,Bengaluru,Food-Tech,P004,Standing Desk,Furniture,16,31500.0,10,504000.0,INR,Delivered,SR05
SO1515,2024-03-15,C0006,Tata Motors,South,Pune,Manufacturing,P009,Filing Cabinet,Furniture,19,11400.0,5,216600.0,INR,Delivered,SR08
SO1516,2024-03-15,C0013,Nykaa Fashion,North,Mumbai,Retail,P006,Tablet Air,Electronics,2,45000.0,0,90000.0,INR,Delivered,SR08
SO1517,2024-03-15,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P002,Wireless Headphones,Electronics,6,7225.0,15,43350.0,INR,Delivered,SR07
SO1518,2024-03-15,C0004,Reliance Retail,South,Mumbai,Retail,P003,Office Chair Ergonomic,Furniture,10,20900.0,5,209000.0,INR,Processing,SR05
SO1519,2024-03-15,C0002,TCS Technologies,North,Mumbai,Enterprise,P006,Tablet Air,Electronics,9,45000.0,0,405000.0,INR,Delivered,SR03
SO1520,2024-03-15,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,10,7125.0,5,71250.0,INR,Delivered,SR02
SO1521,2024-03-16,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,16,35000.0,0,560000.0,INR,Delivered,SR04
SO1522,2024-03-17,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,1,28000.0,0,28000.0,INR,In Transit,SR02
SO1523,2024-03-17,C0014,Swiggy India,North,Bengaluru,Food-Tech,P007,Mechanical Keyboard,Electronics,5,6375.0,15,31875.0,INR,Delivered,SR07
SO1524,2024-03-17,C0002,TCS Technologies,North,Mumbai,Enterprise,P002,Wireless Headphones,Electronics,4,7650.0,10,30600.0,INR,Delivered,SR05
SO1525,2024-03-17,C0003,Wipro Solutions,East,Pune,Enterprise,P007,Mechanical Keyboard,Electronics,5,7125.0,5,35625.0,INR,Delivered,SR10
SO1526,2024-03-17,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P010,Conference Table,Furniture,6,46750.0,15,280500.0,INR,Delivered,SR04
SO1527,2024-03-18,C0015,Paytm Services,South,Noida,FinTech,P007,Mechanical Keyboard,Electronics,20,6375.0,15,127500.0,INR,Processing,SR02
SO1528,2024-03-18,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,5,8500.0,0,42500.0,INR,Delivered,SR07
SO1529,2024-03-18,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,11,7125.0,5,78375.0,INR,Delivered,SR02
SO1530,2024-03-18,C0004,Reliance Retail,South,Mumbai,Retail,P009,Filing Cabinet,Furniture,20,9600.0,20,192000.0,INR,In Transit,SR05
SO1531,2024-03-18,C0013,Nykaa Fashion,North,Mumbai,Retail,P001,Laptop Pro 15,Electronics,10,80750.0,5,807500.0,INR,Delivered,SR09
SO1532,2024-03-18,C0004,Reliance Retail,South,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,10,7500.0,0,75000.0,INR,In Transit,SR04
SO1533,2024-03-19,C0007,Mahindra Group,North,Mumbai,Manufacturing,P002,Wireless Headphones,Electronics,8,7225.0,15,57800.0,INR,Delivered,SR02
SO1534,2024-03-19,C0009,Amazon India,North,Hyderabad,E-Commerce,P001,Laptop Pro 15,Electronics,12,76500.0,10,918000.0,INR,Delivered,SR10
SO1535,2024-03-19,C0007,Mahindra Group,North,Mumbai,Manufacturing,P006,Tablet Air,Electronics,18,42750.0,5,769500.0,INR,In Transit,SR02
SO1536,2024-03-19,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P010,Conference Table,Furniture,3,55000.0,0,165000.0,INR,Delivered,SR01
SO1537,2024-03-19,C0015,Paytm Services,South,Noida,FinTech,P001,Laptop Pro 15,Electronics,13,68000.0,20,884000.0,INR,Delivered,SR09
SO1538,2024-03-19,C0013,Nykaa Fashion,North,Mumbai,Retail,P007,Mechanical Keyboard,Electronics,14,6375.0,15,89250.0,INR,Delivered,SR09
SO1539,2024-03-19,C0009,Amazon India,North,Hyderabad,E-Commerce,P010,Conference Table,Furniture,5,49500.0,10,247500.0,INR,Delivered,SR02
SO1540,2024-03-19,C0009,Amazon India,North,Hyderabad,E-Commerce,P004,Standing Desk,Furniture,5,28000.0,20,140000.0,INR,Delivered,SR10
SO1541,2024-03-19,C0011,Ola Cabs,West,Bengaluru,Transport,P002,Wireless Headphones,Electronics,10,7225.0,15,72250.0,INR,In Transit,SR04
SO1542,2024-03-19,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,3,29750.0,15,89250.0,INR,Delivered,SR10
SO1543,2024-03-19,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P001,Laptop Pro 15,Electronics,10,80750.0,5,807500.0,INR,Delivered,SR03
SO1544,2024-03-20,C0003,Wipro Solutions,East,Pune,Enterprise,P008,LED Monitor 27inch,Electronics,12,22400.0,20,268800.0,INR,Delivered,SR05
SO1545,2024-03-20,C0003,Wipro Solutions,East,Pune,Enterprise,P006,Tablet Air,Electronics,5,40500.0,10,202500.0,INR,In Transit,SR02
SO1546,2024-03-20,C0013,Nykaa Fashion,North,Mumbai,Retail,P001,Laptop Pro 15,Electronics,11,72250.0,15,794750.0,INR,Delivered,SR02
SO1547,2024-03-20,C0005,HDFC Bank,South,Mumbai,BFSI,P010,Conference Table,Furniture,3,46750.0,15,140250.0,INR,Delivered,SR06
SO1548,2024-03-21,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P010,Conference Table,Furniture,6,49500.0,10,297000.0,INR,Delivered,SR02
SO1549,2024-03-21,C0015,Paytm Services,South,Noida,FinTech,P010,Conference Table,Furniture,4,52250.0,5,209000.0,INR,In Transit,SR01
SO1550,2024-03-21,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P001,Laptop Pro 15,Electronics,8,85000.0,0,680000.0,INR,Delivered,SR07
SO1551,2024-03-21,C0015,Paytm Services,South,Noida,FinTech,P003,Office Chair Ergonomic,Furniture,6,22000.0,0,132000.0,INR,Delivered,SR07
SO1552,2024-03-22,C0006,Tata Motors,South,Pune,Manufacturing,P004,Standing Desk,Furniture,14,31500.0,10,441000.0,INR,Delivered,SR02
SO1553,2024-03-22,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P006,Tablet Air,Electronics,4,36000.0,20,144000.0,INR,In Transit,SR01
SO1554,2024-03-22,C0003,Wipro Solutions,East,Pune,Enterprise,P004,Standing Desk,Furniture,17,35000.0,0,595000.0,INR,Cancelled,SR02
SO1555,2024-03-22,C0015,Paytm Services,South,Noida,FinTech,P008,LED Monitor 27inch,Electronics,10,25200.0,10,252000.0,INR,Delivered,SR09
SO1556,2024-03-22,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,12,80750.0,5,969000.0,INR,Delivered,SR05
SO1557,2024-03-22,C0012,Byju's Learning,North,Bengaluru,EdTech,P010,Conference Table,Furniture,8,46750.0,15,374000.0,INR,Delivered,SR08
SO1558,2024-03-22,C0013,Nykaa Fashion,North,Mumbai,Retail,P004,Standing Desk,Furniture,18,33250.0,5,598500.0,INR,Delivered,SR07
SO1559,2024-03-23,C0004,Reliance Retail,South,Mumbai,Retail,P009,Filing Cabinet,Furniture,12,12000.0,0,144000.0,INR,Cancelled,SR01
SO1560,2024-03-24,C0014,Swiggy India,North,Bengaluru,Food-Tech,P005,Smartphone X12,Electronics,4,61750.0,5,247000.0,INR,Delivered,SR04
SO1561,2024-03-24,C0007,Mahindra Group,North,Mumbai,Manufacturing,P008,LED Monitor 27inch,Electronics,2,26600.0,5,53200.0,INR,In Transit,SR02
SO1562,2024-03-24,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,17,29750.0,15,505750.0,INR,In Transit,SR06
SO1563,2024-03-24,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P002,Wireless Headphones,Electronics,19,8500.0,0,161500.0,INR,Delivered,SR07
SO1564,2024-03-25,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P010,Conference Table,Furniture,2,46750.0,15,93500.0,INR,In Transit,SR03
SO1565,2024-03-25,C0004,Reliance Retail,South,Mumbai,Retail,P005,Smartphone X12,Electronics,9,58500.0,10,526500.0,INR,Processing,SR07
SO1566,2024-03-25,C0012,Byju's Learning,North,Bengaluru,EdTech,P006,Tablet Air,Electronics,11,38250.0,15,420750.0,INR,Delivered,SR02
SO1567,2024-03-25,C0004,Reliance Retail,South,Mumbai,Retail,P003,Office Chair Ergonomic,Furniture,19,22000.0,0,418000.0,INR,Delivered,SR03
SO1568,2024-03-25,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P008,LED Monitor 27inch,Electronics,11,23800.0,15,261800.0,INR,Delivered,SR06
SO1569,2024-03-26,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P005,Smartphone X12,Electronics,15,58500.0,10,877500.0,INR,Processing,SR02
SO1570,2024-03-26,C0003,Wipro Solutions,East,Pune,Enterprise,P005,Smartphone X12,Electronics,20,65000.0,0,1300000.0,INR,Delivered,SR06
SO1571,2024-03-26,C0003,Wipro Solutions,East,Pune,Enterprise,P002,Wireless Headphones,Electronics,8,7650.0,10,61200.0,INR,Delivered,SR01
SO1572,2024-03-26,C0011,Ola Cabs,West,Bengaluru,Transport,P005,Smartphone X12,Electronics,9,61750.0,5,555750.0,INR,Delivered,SR07
SO1573,2024-03-26,C0014,Swiggy India,North,Bengaluru,Food-Tech,P008,LED Monitor 27inch,Electronics,18,22400.0,20,403200.0,INR,Delivered,SR08
SO1574,2024-03-26,C0002,TCS Technologies,North,Mumbai,Enterprise,P003,Office Chair Ergonomic,Furniture,4,22000.0,0,88000.0,INR,Delivered,SR04
SO1575,2024-03-26,C0003,Wipro Solutions,East,Pune,Enterprise,P004,Standing Desk,Furniture,13,31500.0,10,409500.0,INR,In Transit,SR02
SO1576,2024-03-27,C0015,Paytm Services,South,Noida,FinTech,P002,Wireless Headphones,Electronics,1,8500.0,0,8500.0,INR,Delivered,SR08
SO1577,2024-03-27,C0013,Nykaa Fashion,North,Mumbai,Retail,P003,Office Chair Ergonomic,Furniture,3,19800.0,10,59400.0,INR,Delivered,SR08
SO1578,2024-03-27,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P003,Office Chair Ergonomic,Furniture,19,18700.0,15,355300.0,INR,Processing,SR07
SO1579,2024-03-27,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,13,72250.0,15,939250.0,INR,Delivered,SR04
SO1580,2024-03-27,C0015,Paytm Services,South,Noida,FinTech,P003,Office Chair Ergonomic,Furniture,9,19800.0,10,178200.0,INR,Delivered,SR03
SO1581,2024-03-27,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P010,Conference Table,Furniture,20,44000.0,20,880000.0,INR,Delivered,SR05
SO1582,2024-03-27,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P007,Mechanical Keyboard,Electronics,18,6375.0,15,114750.0,INR,Delivered,SR05
SO1583,2024-03-27,C0007,Mahindra Group,North,Mumbai,Manufacturing,P003,Office Chair Ergonomic,Furniture,14,20900.0,5,292600.0,INR,Delivered,SR09
SO1584,2024-03-28,C0011,Ola Cabs,West,Bengaluru,Transport,P009,Filing Cabinet,Furniture,1,10200.0,15,10200.0,INR,In Transit,SR06
SO1585,2024-03-28,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P009,Filing Cabinet,Furniture,16,10800.0,10,172800.0,INR,Processing,SR09
SO1586,2024-03-28,C0006,Tata Motors,South,Pune,Manufacturing,P007,Mechanical Keyboard,Electronics,9,7125.0,5,64125.0,INR,Delivered,SR10
SO1587,2024-03-28,C0004,Reliance Retail,South,Mumbai,Retail,P001,Laptop Pro 15,Electronics,9,85000.0,0,765000.0,INR,Processing,SR08
SO1588,2024-03-28,C0009,Amazon India,North,Hyderabad,E-Commerce,P006,Tablet Air,Electronics,19,42750.0,5,812250.0,INR,Cancelled,SR02
SO1589,2024-03-28,C0004,Reliance Retail,South,Mumbai,Retail,P004,Standing Desk,Furniture,9,28000.0,20,252000.0,INR,Processing,SR01
SO1590,2024-03-28,C0013,Nykaa Fashion,North,Mumbai,Retail,P004,Standing Desk,Furniture,19,29750.0,15,565250.0,INR,Delivered,SR03
SO1591,2024-03-29,C0004,Reliance Retail,South,Mumbai,Retail,P010,Conference Table,Furniture,11,49500.0,10,544500.0,INR,Processing,SR01
SO1592,2024-03-29,C0012,Byju's Learning,North,Bengaluru,EdTech,P006,Tablet Air,Electronics,19,36000.0,20,684000.0,INR,Delivered,SR04
SO1593,2024-03-29,C0014,Swiggy India,North,Bengaluru,Food-Tech,P008,LED Monitor 27inch,Electronics,18,25200.0,10,453600.0,INR,Delivered,SR01
SO1594,2024-03-29,C0002,TCS Technologies,North,Mumbai,Enterprise,P001,Laptop Pro 15,Electronics,8,68000.0,20,544000.0,INR,Delivered,SR09
SO1595,2024-03-29,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P001,Laptop Pro 15,Electronics,11,68000.0,20,748000.0,INR,Delivered,SR03
SO1596,2024-03-29,C0006,Tata Motors,South,Pune,Manufacturing,P003,Office Chair Ergonomic,Furniture,11,22000.0,0,242000.0,INR,Delivered,SR10
SO1597,2024-03-30,C0013,Nykaa Fashion,North,Mumbai,Retail,P002,Wireless Headphones,Electronics,17,7650.0,10,130050.0,INR,Cancelled,SR06
SO1598,2024-03-30,C0012,Byju's Learning,North,Bengaluru,EdTech,P007,Mechanical Keyboard,Electronics,19,7500.0,0,142500.0,INR,Delivered,SR06
SO1599,2024-03-31,C0003,Wipro Solutions,East,Pune,Enterprise,P007,Mechanical Keyboard,Electronics,16,6750.0,10,108000.0,INR,Delivered,SR09
SO1600,2024-03-31,C0012,Byju's Learning,North,Bengaluru,EdTech,P010,Conference Table,Furniture,12,52250.0,5,627000.0,INR,In Transit,SR03
SO1601,2024-04-01,C0005,HDFC Bank,South,Mumbai,BFSI,P005,Smartphone X12,Electronics,5,61750.0,5,308750.0,INR,In Transit,SR10
SO1602,2024-04-01,C0007,Mahindra Group,North,Mumbai,Manufacturing,P010,Conference Table,Furniture,2,52250.0,5,104500.0,INR,Delivered,SR10
SO1603,2024-04-01,C0004,Reliance Retail,South,Mumbai,Retail,P010,Conference Table,Furniture,4,46750.0,15,187000.0,INR,Delivered,SR02
SO1604,2024-04-01,C0004,Reliance Retail,South,Mumbai,Retail,P006,Tablet Air,Electronics,11,42750.0,5,470250.0,INR,Delivered,SR02
SO1605,2024-04-01,C0014,Swiggy India,North,Bengaluru,Food-Tech,P006,Tablet Air,Electronics,15,45000.0,0,675000.0,INR,Delivered,SR04
SO1606,2024-04-01,C0012,Byju's Learning,North,Bengaluru,EdTech,P002,Wireless Headphones,Electronics,12,7650.0,10,91800.0,INR,In Transit,SR01
SO1607,2024-04-01,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P007,Mechanical Keyboard,Electronics,15,6375.0,15,95625.0,INR,Cancelled,SR07
SO1608,2024-04-01,C0008,Flipkart Pvt Ltd,Central,Bengaluru,E-Commerce,P007,Mechanical Keyboard,Electronics,12,6000.0,20,72000.0,INR,Delivered,SR08
SO1609,2024-04-01,C0013,Nykaa Fashion,North,Mumbai,Retail,P010,Conference Table,Furniture,8,52250.0,5,418000.0,INR,Delivered,SR01
SO1610,2024-04-01,C0005,HDFC Bank,South,Mumbai,BFSI,P001,Laptop Pro 15,Electronics,11,76500.0,10,841500.0,INR,Cancelled,SR02
SO1611,2024-04-02,C0003,Wipro Solutions,East,Pune,Enterprise,P007,Mechanical Keyboard,Electronics,6,7500.0,0,45000.0,INR,Delivered,SR02
SO1612,2024-04-02,C0006,Tata Motors,South,Pune,Manufacturing,P010,Conference Table,Furniture,20,46750.0,15,935000.0,INR,In Transit,SR07
SO1613,2024-04-02,C0011,Ola Cabs,West,Bengaluru,Transport,P003,Office Chair Ergonomic,Furniture,20,18700.0,15,374000.0,INR,Delivered,SR02
SO1614,2024-04-02,C0006,Tata Motors,South,Pune,Manufacturing,P004,Standing Desk,Furniture,7,29750.0,15,208250.0,INR,In Transit,SR09
SO1615,2024-04-02,C0005,HDFC Bank,South,Mumbai,BFSI,P005,Smartphone X12,Electronics,10,61750.0,5,617500.0,INR,Delivered,SR07
SO1616,2024-04-02,C0010,Zomato Ltd,Central,Gurugram,Food-Tech,P009,Filing Cabinet,Furniture,16,11400.0,5,182400.0,INR,Delivered,SR01
SO1617,2024-04-02,C0007,Mahindra Group,North,Mumbai,Manufacturing,P002,Wireless Headphones,Electronics,10,6800.0,20,68000.0,INR,Delivered,SR02
SO1618,2024-04-02,C0001,Infosys Ltd,North,Bengaluru,Enterprise,P004,Standing Desk,Furniture,6,31500.0,10,189000.0,INR,Cancelled,SR08
SO1619,2024-04-02,C0014,Swiggy India,North,Bengaluru,Food-Tech,P002,Wireless Headphones,Electronics,10,7225.0,15,72250.0,INR,Delivered,SR05
SO1620,2024-04-03,C0011,Ola Cabs,West,Bengaluru,Transport,P009,Filing Cabinet,Furniture,13,11400.0,5,148200.0,INR,Delivered,SR07
SO1621,2024-04-03,C0006,Tata Motors,South,Pune,Manufacturing,P003,Office Chair Ergonomic,Furniture,15,22000.0,0,330000.0,INR,Delivered,SR08
SO1622,2024-04-03,C0005,HDFC Bank,South,Mumbai,BFSI,P004,Standing Desk,Furniture,9,28000.0,20,252000.0,INR,Delivered,SR02
SO1623,2024-04-03,C0002,TCS Technologies,North,Mumbai,Enterprise,P006,Tablet Air,Electronics,18,38250.0,15,688500.0,INR,Cancelled,SR10
SO1624,2024-04-03,C0004,Reliance Retail,South,Mumbai,Retail,P009,Filing Cabinet,Furniture,2,10200.0,15,20400.0,INR,Processing,SR07
SO1625,2024-04-04,C0011,Ola Cabs,West,Bengaluru,Transport,P008,LED Monitor 27inch,Electronics,19,26600.0,5,505400.0,INR,Delivered,SR02
SO1626,2024-04-04,C0007,Mahindra Group,North,Mumbai,Manufacturing,P001,Laptop Pro 15,Electronics,17,68000.0,20,1156000.0,INR,Processing,SR10
